country,description,points,price_point,province,title,variety,winery,year,name,region,rating,price_rating
New Zealand,"This Pinot takes a few minutes to open up, yet when it does it smells like dusting polish and Dr. Pepper. The palate is more subtle with a good lick of acidity and chewy tannins finishing on dark cherry fruit. It's not the most typical example of this region or grape variety, but it has its charms nonetheless.",87,33.0,Central Otago,Kim Crawford 2015 Small Parcels Rise & Shine Pinot Noir (Central Otago),Pinot Noir,Kim Crawford,2015,Pinot Noir ,South Island,3.6,15.9
Chile,"Max Reserva is the easiest, most fruity of the Errazuriz Chardonnay lineup for 2014. Aromas of vanilla wafer, barrel toast, smoke and white fruits announce a smooth but simple palate. Peach, melon and toasty oak are the key flavors, while this finishes a touch salty.",89,20.0,Aconcagua Costa,Errazuriz 2014 Max Reserva Chardonnay (Aconcagua Costa),Chardonnay,Errazuriz,2014,Las Pizarras Chardonnay ,Aconcagua Costa,4.1,75.76
Chile,"Max Reserva is the easiest, most fruity of the Errazuriz Chardonnay lineup for 2014. Aromas of vanilla wafer, barrel toast, smoke and white fruits announce a smooth but simple palate. Peach, melon and toasty oak are the key flavors, while this finishes a touch salty.",89,20.0,Aconcagua Costa,Errazuriz 2014 Max Reserva Chardonnay (Aconcagua Costa),Chardonnay,Errazuriz,2014,Aconcagua Costa Chardonnay ,Aconcagua Valley,3.9,22.9
Argentina,Plump tropical fruit aromas show on the nose. A fruity but not complex palate deals short melon and tropical-fruit flavors prior to a briny finish.,85,14.0,Mendoza Province,Domaine Bousquet 2017 Cameleon Made With Organic Grapes Chardonnay (Tupungato),Chardonnay,Domaine Bousquet,2017,Reserve Chardonnay ,Tupungato,3.9,12.18
Australia,"As the entry-level Chardonnay from one of Margaret River's most highly lauded producers, this has a creamy opulence to it, with notes of buttercups, lemon drops and toasty oak. The palate is of medium weight, with a viscous texture and a good lick of acidity to keep things fresh, but the oak is a little flashy, particularly on the finish.",89,27.0,Western Australia,Vasse Felix 2016 Filius Chardonnay (Margaret River),Chardonnay,Vasse Felix,2016,Heytesbury Chardonnay ,Margaret River,4.2,72.73
Australia,"As the entry-level Chardonnay from one of Margaret River's most highly lauded producers, this has a creamy opulence to it, with notes of buttercups, lemon drops and toasty oak. The palate is of medium weight, with a viscous texture and a good lick of acidity to keep things fresh, but the oak is a little flashy, particularly on the finish.",89,27.0,Western Australia,Vasse Felix 2016 Filius Chardonnay (Margaret River),Chardonnay,Vasse Felix,2016,Chardonnay ,Margaret River,3.9,34.54
Chile,"Chunky, meaty, saucy plum and berry aromas are green and gritty. This is solid feeling on first blush, but then it collapses and turns clampy and tannic. Minimal berry and cassis flavors battle with herbal, green notes in front of a chubby, imprecise finish.",85,16.0,Colchagua Valley,Siegel 2013 Special Reserve Cabernet Sauvignon (Colchagua Valley),Cabernet Sauvignon,Siegel,2013,Special Reserve Cabernet Sauvignon ,Colchagua Valley,3.7,12.62
Germany,"Bold, ripe black-cherry and berry flavors pulsate from the core of this voluptuous Pinot Noir. It's a densely concentrated, full-bodied wine but neatly integrated, nuanced by subtle shades of spice, dark toast and bramble. Crisp cranberry acidity freshens the finish. Drink now through 2030.",93,116.0,Rheingau,August Kesseler 2013 Cuvée Max Trocken Pinot Noir (Rheingau),Pinot Noir,August Kesseler,2013,Pinot Noir ,Pfalz,3.9,30.0
Italy,"Planeta's fresh rosé (made with Syrah) shows attractive berry, citrus, herb and sweet almond-paste notes.",86,16.0,Sicily & Sardinia,Planeta 2011 Rosé Syrah (Sicilia),Syrah,Planeta,2011,Maroccoli Syrah ,Menfi,3.9,18.92
Argentina,"While this Cab may be a touch soupy and heavy on the nose, aromas of coffee grounds and berry fruits are good. A full, blocky palate features cheek-rubbing tannins, while this tastes of coffee, chocolate and herbal berry fruits. For everyday purposes, this makes the grade.",87,11.0,Mendoza Province,Trivento 2014 Reserve Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Trivento,2014,Tribu Cabernet Sauvignon ,Mendoza,3.1,7.89
Italy,"Aromas of blue flowers, black-skinned fruit and whiffs of mocha lead the nose on this structured Sangiovese. The full-bodied palate delivers mature plum, fleshy black cherry, clove and Mediterranean herb alongside velvety tannins. It closes on a note of mint chocolate.",93,65.0,Tuscany,Petra 2011 Alto Sangiovese (Toscana),Sangiovese,Petra,2011,Alto Sangiovese ,Toscana,3.9,39.58
Austria,"How can such lightness, such supple slenderness, come with such full flavor? Visions of swirling citrus are made manifest here. Mandarin, kumquat, tangerine: they all dance and flit around a central seam of freshness. Lovely and almost irresistible now, but sure to advance most gracefully.",92,21.0,Kamptal,Schloss Gobelsburg 2015 Riesling (Kamptal),Riesling,Schloss Gobelsburg,2015,Riesling Tradition ,Kamptal,4.0,31.1
South Africa,"Winemaker: Marc Kent. Though perhaps better known for his classic Boekenhoutskloof Syrah or Semillon, do NOT underestimate the power and beauty of Marc Kent's Cabernet. This is a real stunner, packed full of well-balanced and -composed power that suggests this is a wine indented for the long haul. It's loaded with ripe, dense black-fruit aromas and flavors, expressed in waves of black plum, berry and cherry that are accented by pleasant hints of green pepper, licorice root and charred bark. It's bold and firmly structured on the palate, with robust tannins that linger long on the chewy, cigar-box spiced finish. Drink 2022–2028.",94,,Franschhoek,Boekenhoutskloof 2015 Cape Winemakers Guild Auction Reserve Cabernet Sauvignon (Franschhoek),Cabernet Sauvignon,Boekenhoutskloof,2015,Cabernet Sauvignon ,Franschhoek,4.3,61.05
South Africa,"Winemaker: Andries Burger. Always a stunner, the 2016 Wagon Trail delivers impeccable balance, freshness and minerality that can easily translate in the wine being mistaken for one from another iconic Old World Chardonnay region, and probably at about five times the price. It's decadently ripe and toasty, with present yet refined notes of baked apple, lemon meringue and toasted hazelnut that leave you begging for more. The rich mouthfeel is immediately countered by superb, bright acidity and stony minerality before veering back into notes of toasted brioche and spiced citrus peel on the endless finish. A true stunner that will age well through 2028.",94,,Elgin,Paul Cluver 2016 Cape Winemakers Guild The Wagon Trail Chardonnay (Elgin),Chardonnay,Paul Cluver,2016,Chardonnay ,Elgin,3.8,21.95
South Africa,"Winemaker: Marc Kent. A blend of Syrah from Kent's Porseleinberg's Vineyard and an old Stellenbosch vineyard, this is a gripping and young Syrah, begging for some time to mature. Initially, aromas of church incense, fruit cake, licorice and fynbos lead the bouquet, with ripe black cherry and berry fruit at the core. It's rich and robust, with aggressive tannins that lend a gripping texture to the mouthfeel and a bittersweet cocoa astringency to the finish, alongside notes of char and black olive. Drink 2021–2026.",91,,Coastal Region,Boekenhoutskloof 2015 Cape Winemakers Guild Auction Reserve Syrah (Coastal Region),Syrah,Boekenhoutskloof,2015,Syrah ,Swartland,4.2,61.05
Germany,"Fresh, primary blackberry and cherry flavors are streaked by a fresh herbal tinge in this especially food friendly Pinot Noir. Soft tannins and a rounded mouthfeel make it approachable now through 2020.",89,18.0,Pfalz,August Kesseler 2014 N Qualitätswein Pinot Noir (Pfalz),Pinot Noir,August Kesseler,2014,CuvÃ©e Max Pinot Noir ,Rheingau,4.0,75.0
France,"A hint of smoke and a touch of earth precede the fresh lemon notes of the nose. The dry palate, with its vivid impression of very pure, bright and incisive lemon freshness, still seems tightly wound. There is something brooding and alive about this—it can be felt below the surface, disquieting but promising. This has barely started on its journey and will take a while to develop fully but it's all already there, dormant and ready to unfurl with a little more bottle age. The pure, long and intense finish is a delicious promise. Drink 2017–2037.",95,85.0,Alsace,Hugel 2011 Grossi Laüe Riesling (Alsace),Riesling,Hugel,2011,Riesling Grossi LaÃ¼e ,Alsace,4.2,58.44
Chile,"Dusty spice and resiny oak aromas sit on top of pedestrian apple, pear and melon notes. This Chardonnay from a complicated, rainy vintage feels round and chunky, and sort of oily. Oaky peach flavors finish with little but barrel spice.",86,20.0,Aconcagua Costa,Errazuriz 2016 Max Reserva Chardonnay (Aconcagua Costa),Chardonnay,Errazuriz,2016,Las Pizarras Chardonnay ,Aconcagua Costa,4.2,64.0
Chile,"Dusty spice and resiny oak aromas sit on top of pedestrian apple, pear and melon notes. This Chardonnay from a complicated, rainy vintage feels round and chunky, and sort of oily. Oaky peach flavors finish with little but barrel spice.",86,20.0,Aconcagua Costa,Errazuriz 2016 Max Reserva Chardonnay (Aconcagua Costa),Chardonnay,Errazuriz,2016,Estate Chardonnay ,Casablanca Valley,3.5,8.9
Chile,"Dusty spice and resiny oak aromas sit on top of pedestrian apple, pear and melon notes. This Chardonnay from a complicated, rainy vintage feels round and chunky, and sort of oily. Oaky peach flavors finish with little but barrel spice.",86,20.0,Aconcagua Costa,Errazuriz 2016 Max Reserva Chardonnay (Aconcagua Costa),Chardonnay,Errazuriz,2016,Max Reserva Chardonnay ,Aconcagua Valley,3.7,13.16
New Zealand,"This is VM's big single-vineyard Pinot, but it's already very approachable. Savory overtones of damp earth, outline modest pie-cherry notes that seem somewhat delicate. Enjoy this medium-bodied wine over the next few years for its silky texture.",90,40.0,Marlborough,Villa Maria 2013 Taylor's Pass Vineyard Pinot Noir (Marlborough),Pinot Noir,Villa Maria,2013,Seddon Vineyard Pinot Noir ,Marlborough,3.8,33.25
Argentina,"Dark woody mossy aromas are heavy, ripe and suggest raisin and prune. This Syrah is stacked and dense on the palate, with hard tannins that pinch. Blackened burnt flavors of blackberry, toast, baking spices, campfire and bacon finish with overt, dominating oak.",89,50.0,Mendoza Province,Pascual Toso 2014 Alta Barrancas Vineyards Syrah (Mendoza),Syrah,Pascual Toso,2014,Barrancas Vineyards Alta Syrah ,Mendoza,4.3,34.54
Argentina,"Trapiche is doing all sorts of experiments with terroirs and soils, and this Malbec is from vineyards planted on top of clay. On the nose, it's oaky, with notes of clove, mint and barrel spice accenting black-fruit scents. A full chewy palate deals spicy oaky minty blackberry flavors in front of a chocolaty finish with wood spice and minty berry notes. Drink through 2019.",90,20.0,Mendoza Province,Trapiche 2015 Perfiles Textura Fina Malbec (Mendoza),Malbec,Trapiche,2015,Terroir Series Coletto Malbec ,Mendoza,4.2,31.9
Argentina,"Trapiche is doing all sorts of experiments with terroirs and soils, and this Malbec is from vineyards planted on top of clay. On the nose, it's oaky, with notes of clove, mint and barrel spice accenting black-fruit scents. A full chewy palate deals spicy oaky minty blackberry flavors in front of a chocolaty finish with wood spice and minty berry notes. Drink through 2019.",90,20.0,Mendoza Province,Trapiche 2015 Perfiles Textura Fina Malbec (Mendoza),Malbec,Trapiche,2015,Terroir Series Ambrosia Malbec ,Mendoza,4.4,31.9
France,"Pure citrus zest rises from the glass: lovely, ripe lemon and zesty lime. The palate reinforces these flavors in a rapier-like fashion, with drive and energy in a very linear energetic way. This seem like an elixir or a tonic full of vim, all informed by a central dynamic freshness. This has barely blossomed but promises much future pleasure. This genie should be contained in its bottle for a while longer before letting it loose. It's something to look forward to. Drink 2020–2035.",95,34.0,Alsace,Trimbach 2013 Réserve Riesling (Alsace),Riesling,Trimbach,2013,Riesling Alsace Grand Cru 'Geisberg' ,Alsace Grand Cru 'Geisberg',4.3,71.39
France,"Pure citrus zest rises from the glass: lovely, ripe lemon and zesty lime. The palate reinforces these flavors in a rapier-like fashion, with drive and energy in a very linear energetic way. This seem like an elixir or a tonic full of vim, all informed by a central dynamic freshness. This has barely blossomed but promises much future pleasure. This genie should be contained in its bottle for a while longer before letting it loose. It's something to look forward to. Drink 2020–2035.",95,34.0,Alsace,Trimbach 2013 Réserve Riesling (Alsace),Riesling,Trimbach,2013,Clos Sainte Hune Riesling Alsace ,Alsace,4.5,210.45
France,"The nose is fresh but shows complete restraint. The palate gently draws pure Comice pear fruit, its ripeness tempered with ample clean freshness. A streamlined precise slenderness characterizes this bone-dry, restrained and therefore utterly elegant Pinot Gris. It's a class act to drink from now through 2030.",94,28.0,Alsace,Trimbach 2015 Réserve Pinot Gris (Alsace),Pinot Gris,Trimbach,2015,Pinot Gris Alsace RÃ©serve Personnelle ,Alsace,4.0,33.59
Chile,"This top-shelf Cabernet never fails, and in this warm year the wine is dark in color, with lush yet precise aromas of graphite, fresh blackberry, baking spices and forest floor. A deep palate is just racy enough, while spicy flavors of cassis include integrated herbal notes. Closing flavors of coffee and chocolate, along with soft tannins, make this approachable now and best through 2022.",93,85.0,Maipo Valley,Santa Rita 2012 Casa Real Estate Bottled Old Vines Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Santa Rita,2012,Casa Real Cabernet Sauvignon ,Maipo Valley,4.0,38.94
Argentina,"Honest Pinot Noir aromas of spicy, leafy cherry and plum are good but common. This feels just about right, albeit a touch full and creamy. Flavors of cola, cherry and chocolate are ripe, moderately oaked and finish creamy, with flavors of vanilla, savory spices and rooty sweetness.",87,19.0,Mendoza Province,Salentein 2014 Reserve Pinot Noir (Uco Valley),Pinot Noir,Salentein,2014,Reserve Pinot Noir ,Uco Valley,3.8,15.69
Chile,"After an initial wave of briny rubbery aromas, this turns towards lively raspberry scents topped by toasty oak. Fresh and punchy in the mouth, with elegance, this tastes of red raspberry and herbal plum. A lightly salty finish with tomato and plum flavors is fresh and lasting.",91,25.0,Aconcagua Valley,Errazuriz 2015 Pinot Noir (Aconcagua Valley),Pinot Noir,Errazuriz,2015,Las Pizarras Pinot Noir ,Aconcagua Costa,4.1,87.64
Chile,"Ripe berry, raisin, prune, chocolate and cool earth aromas make for a fine nose. This is full and rich, a bit chunky, but not too heavy. Flavors of coconut are backed by blackberry fruit; on the finish, that oaky coconut character transitions to vanilla. Drink through 2022.",92,125.0,Aconcagua Valley,Errazuriz 2013 La Cumbre Syrah (Aconcagua Valley),Syrah,Errazuriz,2013,La Cumbre Syrah ,Aconcagua Valley,4.1,70.72
Argentina,"Heavily oaked up front, this smells of sweet spices, lactic berry fruits and hickory. The palate is fairly blocky and grabby, with resiny wood notes. Flavors of hickory and lactic berry match the nose on this oaky rendition of Malbec.",86,14.0,Mendoza Province,Kaiken 2014 Reserva Malbec (Mendoza),Malbec,Kaiken,2014,Mai The First A.Montes Malbec ,Mendoza,4.4,59.99
France,"A wonderfully aromatic wine that's bone dry, fresh and textured. A steely edge gives a mineral, tight character that emphasizes the youth of the wine. With a dominance of orange and lemon zest, plus juicy acidity, the wine does need a year or two; drink after 2016.",90,22.0,Alsace,Trimbach 2012 Riesling (Alsace),Riesling,Trimbach,2012,Riesling Alsace Grand Cru 'Geisberg' ,Alsace Grand Cru 'Geisberg',4.4,53.35
France,"A wonderfully aromatic wine that's bone dry, fresh and textured. A steely edge gives a mineral, tight character that emphasizes the youth of the wine. With a dominance of orange and lemon zest, plus juicy acidity, the wine does need a year or two; drink after 2016.",90,22.0,Alsace,Trimbach 2012 Riesling (Alsace),Riesling,Trimbach,2012,Clos Sainte Hune Riesling Alsace ,Alsace,4.5,193.03
Chile,"Briary berry aromas come with notes of mint and oak-based vanilla scents. Earthy berry, prune and licorice flavors finish with rooty spice and mild herbal notes.",88,20.0,Colchagua Valley,Caliterra 2012 Tributo Single Vineyard Syrah (Colchagua Valley),Syrah,Caliterra,2012,Tributo Syrah ,Colchagua Valley,3.7,10.71
Spain,"This strange, floral-smelling Chard seems more like Gewürztraminer. It's creamy and cloying in the mouth, with spicy, sweet flavors of anise and lychee. It's particular and unique, but not very good.",82,15.0,Northern Spain,Enate 2012 234 Chardonnay (Somontano),Chardonnay,Enate,2012,Chardonnay Uno ,Somontano,4.2,416.02
France,Slight notes of yellow pear appear gently on the nose and become fully-fledged on the soft easy fruit-driven palate. A dollop of residual sweetness helps these fruity flavors along. An edge of bitter zestiness and freshness contains the fruit. This finishes off dry but fresh.,89,20.0,Alsace,Wolfberger 2016 Pinot Gris (Alsace),Pinot Gris,Wolfberger,2016,Riesling - Muscat - Pinot Gris Alsace (W),Alsace,3.7,8.28
Chile,"Maple and clove aromas scream of oak, and not toasty, spicy oak. Following suit, this is creamy and less than fluent on the palate. Furthermore, this tastes of clove and creamy oak more than actual fruit.",83,14.0,Colchagua Valley,MontGras 2015 Reserva Cabernet Sauvignon (Colchagua Valley),Cabernet Sauvignon,MontGras,2015,Antu Cabernet Sauvignon ,Maipo Valley,3.8,12.5
France,"An earthy touch of freshly turned soil clings to the pure apple note on the nose. On the absolutely dry palate, however, a beautifully lithe, serene but all-encompassing cloud of lemon freshness just steals the show. It pervades and informs nose, palate and mind. Its luminosity and vivacious freshness just soars and sings. Yes, this is uncompromising. You have to like freshness, acidity and unflinching honesty to be a fan of this, but if you are, this is a ticket to vinous heaven. Wow. This is a real experience and a celebration of site and variety. Hoard this if you can. Gorgeous and fresh now, but far too young. Drink 2022–2040.",97,100.0,Alsace,Trimbach 2014 Schlossberg Grand Cru Riesling (Alsace),Riesling,Trimbach,2014,Riesling Alsace Grand Cru 'Schlossberg' ,Alsace Grand Cru 'Schlossberg',4.0,48.45
Argentina,"Muddy plum and berry aromas lead to a sharp, rugged palate. Tart plum and pie cherry flavors end raw, rough and bitter.",81,9.0,Other,Callia 2014 Alta Malbec (Tulum Valley),Malbec,Callia,2014,Esperado Shiraz - Malbec ,Tulum Valley,3.3,7.0
France,"This soft, warm version of Malbec has light tannins and attractive acidity. Fruity and crisp with bright red berry fruit, it will be ready to drink from 2018.",85,,France Other,Lionel Osmin & Cie 2015 La Réserve Malbec (Vin de France),Malbec,Lionel Osmin & Cie,2015,La RÃ©serve Malbec ,Vin de France,3.4,6.77
Chile,"Gritty, oily, nutty aromas lead to a tight citric palate. Salty narrow flavors of passion fruit and grapefruit finish steady and briny. Overall, this is basic in every way.",84,10.0,Casablanca Valley,Veramonte 2016 Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Veramonte,2016,Sauvignon Blanc Organic ,Casablanca Valley,3.5,8.41
Australia,"Given the paucity of quality Viognier (or any Viognier) for under $15, this is a notable achievement. Musky, melony and spicy, it marries ample weight and breadth with just enough life-giving acidity. Drink now.",87,13.0,South Australia,Yalumba 2016 The Y Series Viognier (South Australia),Viognier,Yalumba,2016,The Y Series Shiraz - Viognier ,South Australia,3.6,11.5
Australia,"Given the paucity of quality Viognier (or any Viognier) for under $15, this is a notable achievement. Musky, melony and spicy, it marries ample weight and breadth with just enough life-giving acidity. Drink now.",87,13.0,South Australia,Yalumba 2016 The Y Series Viognier (South Australia),Viognier,Yalumba,2016,Viognier (Samuel's Garden Collection) ,Eden Valley,3.6,20.76
Chile,"Foxy berry and currant flavors carry a note of wet dog fur. This is clampy and saucy feeling on the palate, with herbal flavors of plum, berry and tomato sauce. A hollow finish tastes slightly green.",84,8.0,Central Valley,Santa Rita 2016 120 Reserva Especial Merlot (Central Valley),Merlot,Santa Rita,2016, Merlot ,Central Valley,3.2,6.77
Argentina,"A hard coating of woodspice sits atop herbal plum and berry aromas. This feels tough and nearly impermeable. Spicy, briary plum flavors are lean and taste woody on a dry, tannic finish.",85,10.0,Mendoza Province,Salentein 2016 Portillo Estate Bottled Cabernet Sauvignon (Valle de Uco),Cabernet Sauvignon,Salentein,2016,Portillo Cabernet Sauvignon ,TunuyÃ¡n,3.4,7.88
France,"Touches of crushed purple violets add depth and interest to the brambly black berry and raspberry core of this lush wine. Hints of menthol and charred oak dance in the background, with flavors of cherry skin and blackberry taking centerstage on the solidly structured palate.",87,11.0,Languedoc-Roussillon,Fortant 2016 Coast Select Cabernet Sauvignon (Pays d'Oc),Cabernet Sauvignon,Fortant,2016,Cabernet Sauvignon ,Pays d'Oc,2.5,8.29
Argentina,"Ripe blackberry aromas are welcoming and clean. This features a flush palate that hollows out while delivering generic but fresh black-fruit flavors. A tasty, fresh finish makes this good for everyday drinking.",87,11.0,Mendoza Province,Trivento 2014 Reserve Malbec (Mendoza),Malbec,Trivento,2014,Golden Reserve Malbec ,Lujan de Cuyo,3.9,22.22
Chile,"Pungent stony citrus aromas include a distinct whiff of passion fruit. This feels tight, crisp and elegant on the palate, while slightly salty citrus flavors suggest grapefruit and sea brine. A briny finish retains snap and freshness.",89,20.0,Aconcagua Costa,Errazuriz 2016 Max Reserva Sauvignon Blanc (Aconcagua Costa),Sauvignon Blanc,Errazuriz,2016,Max Reserva Sauvignon Blanc ,Aconcagua Valley,3.7,14.9
Chile,"Creamy aromas of milk chocolate and berry fruits set up a moderately gripping palate. Nonspecific berry and clove flavors finish plump and chewy, with a strong oak character on the close.",84,8.0,Central Valley,Santa Rita 2016 120 Reserva Especial Cabernet Sauvignon (Central Valley),Cabernet Sauvignon,Santa Rita,2016,Medalla Real (Gran Reserva) Cabernet Sauvignon ,Maipo Valley,3.6,13.15
Chile,"Creamy aromas of milk chocolate and berry fruits set up a moderately gripping palate. Nonspecific berry and clove flavors finish plump and chewy, with a strong oak character on the close.",84,8.0,Central Valley,Santa Rita 2016 120 Reserva Especial Cabernet Sauvignon (Central Valley),Cabernet Sauvignon,Santa Rita,2016, Reserva Especial Cabernet Sauvignon ,Maipo Valley,3.3,6.77
Italy,"This wine's baking spice, vanilla and black-skinned berry aromas drift out of the glass. The straightforward palate offers mature black cherry, clove and tobacco flavors while rounded tannins lend easygoing support. Drink soon.",87,20.0,Piedmont,Pico Maccario 2015 Tre Roveri  (Barbera d'Asti),Barbera,Pico Maccario,2015,Barbera d'Asti Superiore Tre Roveri ,Barbera d'Asti,4.0,20.32
Italy,"This wine's baking spice, vanilla and black-skinned berry aromas drift out of the glass. The straightforward palate offers mature black cherry, clove and tobacco flavors while rounded tannins lend easygoing support. Drink soon.",87,20.0,Piedmont,Pico Maccario 2015 Tre Roveri  (Barbera d'Asti),Barbera,Pico Maccario,2015,Barbera d'Asti Superiore Epico ,Barbera d'Asti,4.3,39.47
Chile,"No, this is not a misprint. This $6 Chardonnay is a quaffer's dream. Aromas of apple and pear are clean and pleasant. On the palate, this feels round and balanced. Slightly salty apple flavors are steady on the finish.",87,6.0,Central Valley,Santa Rita 2016 120 Reserva Especial Chardonnay (Central Valley),Chardonnay,Santa Rita,2016,Reserva Chardonnay ,Casablanca Valley,3.5,9.65
Spain,"This Cabernet Sauvignon from Penedès is on the money. A smooth, creamy nose of vanilla, oak and berry aromas leads to a ripe, saturated palate with a meaty texture. Flavors of black fruits, wild herbs, licorice and spice are long, savory and chocolaty on a finish that lasts three minutes. Drink from 2019–2030.",94,70.0,Catalonia,Torres 2012 Mas la Plana Cabernet Sauvignon (Penedès),Cabernet Sauvignon,Torres,2012,Mas La Plana Cabernet Sauvignon ,PenedÃ¨s,4.2,66.79
Austria,"Smoky pear and flinty citrus set the tone for this slender, fresh and very sprightly wine. The ultralight body delivers lemony refreshment and finishes with clean zip. Drink soon.",88,25.0,Südsteiermark,Gross 2014 Ratsch Sauvignon Blanc (Südsteiermark),Sauvignon Blanc,Gross,2014,Steirische Klassik Sauvignon Blanc ,SÃ¼dsteiermark,3.7,19.39
Argentina,"Harsh, grassy, weedy berry aromas mix with a heavy amount of clove. In the mouth, this is screechy and way off balance. A clove-heavy flavor profile is oaky and messy on Kaiken's entry-level Malbec.",81,14.0,Mendoza Province,Kaiken 2016 Reserva Malbec (Mendoza),Malbec,Kaiken,2016,Mai The First A.Montes Malbec ,Mendoza,4.4,61.05
France,"This is a smooth, ripe style of Sauvignon Blanc. It hints at mango and pineapple as well as more crisply citrus fruit and shows an herbal, green fruit character on the finish. Drink now.",86,11.0,France Other,Lionel Osmin & Cie 2016 La Réserve Sauvignon Blanc (Vin de France),Sauvignon Blanc,Lionel Osmin & Cie,2016,Domaine San de Guilhem Colombard - Sauvignon Blanc Gascogne Blanc Sec ,Gascogne,3.5,5.31
Australia,"Yalumba's efforts with Viognier have trickled all the way down into a $10 version under the Oxford Landing label. Fresh herbs, apple and citrus mark the nose, while the palate delivers mandarin and melon fruit along with Viognier's hallmark oily texture. Drink now.",85,10.0,South Australia,Oxford Landing 2015 Viognier (South Australia),Viognier,Oxford Landing,2015,Viognier ,South Australia,3.2,8.78
